,1_i,2_i,1_r,2_r,3_r,4_r,5_r,Wind,Solar,Gas Load
2006-01-01 00:00:00,53.11429038556685,31.90657628639105,30.910245018528776,46.00561708683082,56.67235794355968,46.8884100091188,24.04495420330764,0.0,0.0,2076.90720407545
2006-01-01 01:00:00,48.73027316278295,35.02721254634484,26.948817262884223,41.52708599036659,36.23379014390487,51.43534337090226,23.033297795322294,0.0,0.0,2159.5700219524097
2006-01-01 02:00:00,45.61627382120227,39.32592207019118,23.93192854881542,39.2268734599932,39.4158678573197,49.50612499919944,21.090930798964944,5.9937995731883165,0.0,2338.392036304531
2006-01-01 03:00:00,51.197950094544105,39.73331729138072,19.538671182202982,30.908003894745384,45.01461283955702,45.958459157578346,17.779856735499393,29.19255948782598,0.0,2152.72898477313
2006-01-01 04:00:00,67.40162290587027,39.05460512662387,28.55869466853637,37.02798448021525,49.06446832459383,73.08625675922858,21.073204612194235,83.05198402666645,0.0,2306.2849620202314
2006-01-01 05:00:00,76.8721429087231,44.28627553503483,54.06701975649386,52.87602914591467,46.87925407598552,85.52599027708932,29.97678548159299,292.3010579277288,0.0,2117.099989708673
2006-01-01 06:00:00,106.62114912574692,73.45660481353885,90.34592291641896,81.14050136031473,80.17101516748507,119.97488525506846,57.810939259649146,529.9606476647331,0.0,2228.6257026218
2006-01-01 07:00:00,125.47826639783398,99.85714056629594,97.52902755682612,109.4931433726054,117.494568938233,122.5688808337428,93.0735835509669,782.4113418267611,0.0033938052455366,2476.3357734442866
2006-01-01 08:00:00,150.87046506347747,105.37862556315643,93.11876318428256,119.1196725920133,119.12756818029254,114.50989356272198,100.63252976835744,1269.452710458934,0.0077684118486001,2382.2242854492256
2006-01-01 09:00:00,155.1905148097655,134.00169708705573,74.83447279328439,103.82140716591732,110.61697065353296,86.77107477861028,84.95453357713076,1911.293649136228,0.008740059458703,2140.470313675661
2006-01-01 10:00:00,150.45935511287848,135.9032424585013,55.88088566585187,87.82378346448988,82.04703263149521,94.84173751986656,63.15483620354506,2586.1666648347777,0.0158504160499866,1962.1554071438677
2006-01-01 11:00:00,147.56569952782252,138.25303825232936,65.77669179746636,70.08427842564171,80.36705210579451,92.08017874577138,56.36438074135913,3288.736108515937,0.0273903341757316,1987.8974828943412
2006-01-01 12:00:00,158.81014419693926,135.67926603740628,73.18812992912352,70.9439475061759,80.71169884063075,94.31790541444434,64.54779761199637,3288.736108515937,0.0613054136239631,2181.3579441021743
2006-01-01 13:00:00,152.30938402754035,126.87879341211492,75.90617076793588,84.08275733989474,86.48188840504307,101.89479403183432,70.89038432241072,2993.4791641478205,0.016495324376746,2085.6843394337902
2006-01-01 14:00:00,150.07138219419835,146.2321861862764,74.44952791256594,88.7811721327653,88.68272433922529,87.79772678863321,65.27441183510939,2993.4791641478205,0.0161332856228314,2249.928386762879
2006-01-01 15:00:00,141.29426126862137,132.3987434709241,70.75271018099122,82.95939346424164,75.95127765669518,97.6075920690225,63.59271342153923,2993.4791641478205,0.0241746699893156,2179.566680729405
2006-01-01 16:00:00,150.72230128426756,134.93960685822785,81.63167583585161,80.95150369224389,88.10739379370177,115.62575044750268,74.51880300655564,1195.7710639421236,0.009285827371457,2098.392512961468
2006-01-01 17:00:00,137.25980779759283,132.45603262834453,115.60837988812509,103.63472990189358,103.30223771460648,144.31376700318947,84.84455779469042,579.1701383927525,0.0,2147.767499929322
2006-01-01 18:00:00,119.85379769594546,119.86629651629272,133.74442155974998,136.5050166733992,144.16000270157792,159.13735946512216,122.2665433466185,431.5416662086943,0.0,2263.516625961812
2006-01-01 19:00:00,91.584149746862,94.0589550788656,129.16678001590515,146.32240970418735,155.12035876813903,151.51816008415807,122.70381749225412,431.5416662086943,0.0,2242.679556845374
2006-01-01 20:00:00,68.47428697172975,77.475326945797,111.82666858993072,130.4726674187673,147.8639499149567,131.63528402296168,123.84039684379744,292.3010579277288,0.0,2394.4600414198376
2006-01-01 21:00:00,58.155440122717856,48.91422056947435,87.33152162987294,124.40372431201216,114.9673650689234,107.9602294057756,106.17288860059664,83.05198402666645,0.0,2300.797625826794
2006-01-01 22:00:00,49.35459123730397,35.49038999163094,69.60897221767672,99.93574539680532,109.86958344824674,84.97746563363901,77.13211206967685,21.459639516280124,0.0,2079.547294401485
2006-01-01 23:00:00,50.51528906100424,24.995958619640152,42.86907506454856,90.91159281417016,94.2957582860564,56.69551063656311,63.17495834978696,0.0,0.0,1978.7032618324567
2006-01-02 00:00:00,49.93918429577383,23.093971531150267,31.351339593358755,50.14303230489344,43.99007608611654,50.40409013537844,32.793578865170026,0.0,0.0,2387.6573485018466
2006-01-02 01:00:00,51.167160152434064,30.679360918484434,22.149447864247044,40.02496609049605,36.529183671880034,49.13103937054462,19.896589322287756,0.0,0.0,1911.7300951153409
2006-01-02 02:00:00,62.72225015577072,34.74131116178235,17.53872894185653,35.438913370923785,43.935881664268976,47.66812078982184,15.384404836426144,0.0,0.0,2230.4244512589144
2006-01-02 03:00:00,46.94252150255397,32.62944626361759,25.76406285498939,37.2340603376773,42.770513743759565,48.24877413698665,21.299614311318823,0.0,0.0,2330.7360162394625
2006-01-02 04:00:00,53.560452575576974,25.48498481965437,26.25172163336917,37.98619171757255,52.18039787618197,69.52237641799452,23.50507168500244,13.72671954473422,0.0,2553.7616910372644
2006-01-02 05:00:00,77.34091589830933,39.0263438478735,58.49105155473245,51.18891077588484,53.1055831382075,88.68016182971745,36.48143520644648,99.92380941913024,0.0,1997.8449624105228
2006-01-02 06:00:00,117.22890719090796,61.28863818711409,86.17782251686504,73.66162505163521,84.4591550522663,128.7132483377,58.147174766776494,292.3010579277288,0.0,2407.020678533592
2006-01-02 07:00:00,129.23882215328806,89.87672374381863,93.04504819923962,101.52396800774773,120.9258168406604,126.0247420523039,97.60165173056627,628.3796291207716,0.0058884244400171,2371.511096327755
2006-01-02 08:00:00,140.75206164643092,111.02806251682944,90.32577552974756,109.45564923741952,113.40850372320938,114.6633964765606,97.65378678959338,1126.8777769228968,0.0502698393837359,1994.5146232510017
2006-01-02 09:00:00,159.46549983239532,133.5483740842526,81.25716258325811,110.13585222155412,102.81044393101202,103.55679179218936,88.33129278152315,1726.3979815048272,0.0632520096823494,2108.0194077893048
