,1_i,2_i,1_r,2_r,3_r,4_r,5_r,Wind,Solar,Gas Load
2015-01-01 00:00:00,53.45332068339462,29.490630691980137,29.66589101157455,51.98625698258559,49.82648066545957,48.55561749970038,27.70823120178169,0.0,0.0,2684.2165458315485
2015-01-01 01:00:00,59.09411498539454,30.08206139448241,24.39945715259326,46.56328420620984,47.798669687271,48.67016706158275,20.822187168810743,0.0,0.0,2515.443822004056
2015-01-01 02:00:00,46.02785374286198,41.122460831884965,29.734562276443253,42.4186099889703,42.76798920347164,52.735103622297366,19.84045624961201,0.0,0.0,2646.9693666897747
2015-01-01 03:00:00,42.35972826380917,31.751098303741166,31.3128036874665,33.370719003518985,34.675623526944435,53.49734644769347,22.155184877307924,0.0,0.0,2838.1726529569296
2015-01-01 04:00:00,69.46302553410845,34.819148822922045,28.509277607166187,34.14157390151126,51.69707660266331,67.45933855258703,32.4172456789064,0.0,0.0,2748.5793728908293
2015-01-01 05:00:00,79.41201829499516,35.36418441833009,57.364393814723975,47.9149169761539,54.63428092889188,97.71451998243047,34.921302457381714,0.0,0.0,2579.155758928224
2015-01-01 06:00:00,98.81319047988332,70.49798866093745,88.11259642397648,86.27342165881625,88.0484765869996,123.17412631665891,61.13535140962698,0.0,0.0,2635.176345631571
2015-01-01 07:00:00,131.65450671781483,96.97597727142404,108.08630098283854,105.9589187110363,119.898969922951,133.77826032733395,92.58993330194346,0.0,0.1346344943767512,2722.697282855493
2015-01-01 08:00:00,148.9417792097529,107.90309629789236,103.8500478073262,129.21276773119988,126.98928843344248,126.5574642161352,111.87530425260589,0.0,0.4232667292611655,2512.161638304662
2015-01-01 09:00:00,159.05956277081026,132.180681196126,76.96286368275847,113.97830348398776,112.6702687039484,97.69162460707416,88.7370158882494,0.0,0.6120694781485083,2246.319786572444
2015-01-01 10:00:00,180.3893554797732,134.21486087507753,67.31426051913786,89.98980039326898,89.62893303203386,82.92846432997072,69.36483914481657,0.0,0.7167866844052535,2376.9617852600404
2015-01-01 11:00:00,158.53896298321007,140.68069551452112,66.88320183739239,76.98964120584031,75.20867180701129,110.88751851355572,57.9927144768875,0.0,0.7543399810908745,2270.979228852525
2015-01-01 12:00:00,150.39424806280425,138.25736958688725,66.71842198618234,88.47651622959526,90.64356030121937,107.48696720050826,66.82650203240648,0.0,0.7201970973933742,2503.32092372746
2015-01-01 13:00:00,162.97208738769046,128.057973212476,71.69005952017365,84.44337478602267,87.15511692794749,101.33160214010636,78.40065138530754,0.0,0.618722893665289,2532.8704087173846
2015-01-01 14:00:00,139.66616550466082,133.64142049484838,70.66782615570393,87.27673252210153,81.40882927483887,97.63119391876933,72.60389745027199,0.0,0.4604354911354396,2779.435495205036
2015-01-01 15:00:00,139.6355436308643,129.75611626166005,75.92981129877296,80.82427592139017,87.87453451674381,97.97663480282831,69.52457970772588,0.0,0.2741782117423094,2432.8712813530983
2015-01-01 16:00:00,159.01905775148927,130.7128579503225,85.29014677842459,87.17641008791077,97.119229133237,126.37185529166422,73.79829259525012,0.0,0.0863194547991161,2569.242801822603
2015-01-01 17:00:00,148.8592344262663,131.93362432001123,116.51548929439764,105.78621368467232,116.2921568504844,159.10835074700947,89.81914943139233,0.0,0.0,2280.8218710936835
2015-01-01 18:00:00,122.89035516463292,124.14790735445936,142.10054371999786,144.20525425010965,145.78907879424165,160.49994552214503,120.9425140125892,0.0,0.0,2516.809422635498
2015-01-01 19:00:00,91.50133306073724,94.7513965922649,140.07762715558147,163.86185185789776,160.79065132849598,157.90557743934906,131.21727401956667,0.0,0.0,2725.225678903748
2015-01-01 20:00:00,78.54196257389395,79.55402423570315,113.74091315708284,145.9830796820363,154.94234136394346,136.95227343597796,128.6962910287134,0.0,0.0,2544.930121861564
2015-01-01 21:00:00,60.867247239199074,48.98659950820935,91.29514845807957,127.68849709145591,123.59090342339984,114.96691977518084,106.76621210680295,0.0,0.0,2712.4900435290447
