,1_i,2_i,1_r,2_r,3_r,4_r,5_r,Wind,Solar,Gas Load
2011-01-01 00:00:00,54.1973223176004,27.25739680137905,28.55899482221996,44.33525592119388,49.25954065716217,60.732721946038815,33.851992685474414,13.72671954473422,0.0,2012.830338569267
2011-01-01 01:00:00,54.32951094481695,34.06939092993651,29.250472989953263,44.1744147460445,43.640816438443785,53.47273438934444,14.294043421491834,29.19255948782598,0.0,2481.429152088393
2011-01-01 02:00:00,54.9151538843624,26.327084045780406,23.90383150017675,40.23692781633664,33.245160272667086,55.66394441015292,18.738350684764967,44.65839943091776,0.0,2374.6131066050434
2011-01-01 03:00:00,54.18143528542875,32.55420655295283,17.263516082960297,39.2951996090637,42.2887659797981,53.63591550683336,16.44876472498116,66.18015863420266,0.0,2440.049147578828
2011-01-01 04:00:00,67.23197095092196,31.35284369800838,31.37046954080175,43.24879678051426,43.36616253147743,69.1692147397789,18.35349568404587,150.53928559652144,0.0,2592.9096016054687
2011-01-01 05:00:00,73.48049549930549,47.90665443487306,58.68796824478402,55.96800818822192,58.31113667750613,82.2730705397893,31.162912116163326,325.3417159879704,0.0,2148.343217360278
2011-01-01 06:00:00,102.27799358721536,70.25787613309379,84.0512515292619,83.05459356244211,89.16539977033287,122.56645003776778,60.12236543714264,579.1701383927525,0.0,2439.8346021442303
2011-01-01 07:00:00,113.96857031494832,87.55566139592032,99.01942065859754,111.14051251002851,119.6563199496918,124.40470167299964,96.34617574959717,782.4113418267611,0.084124291703227,2429.32569884046
2011-01-01 08:00:00,143.8565626625926,113.5680616219858,84.47160670157103,119.08512239351374,111.21041151744188,112.73412030569978,95.45684365209632,851.3046288459883,0.3592687481619603,2156.0897409145923
2011-01-01 09:00:00,148.03876478535253,127.78116794587152,73.2557674187961,107.28297593640524,100.51724518923116,96.98182478040567,81.84364314005452,726.7986105768102,0.5504964746860991,2285.2093176896333
2011-01-01 10:00:00,149.7728263831621,130.24582237418025,56.12104903194432,74.32653709316116,83.93290070628366,91.44744949364308,63.43570654805782,628.3796291207716,0.3302533377478648,1974.8028650819836
2011-01-01 11:00:00,140.1187365795754,132.87666389122174,65.79910984655143,68.05513044220199,80.04487827611737,91.7782248871367,52.719193293158376,628.3796291207716,0.1732570065800362,2124.3860476581344
2011-01-01 12:00:00,154.60883513285393,138.565398479585,64.00186526321264,81.89401461021845,75.20769876214266,90.88139183987607,64.83424074308667,529.9606476647331,0.2198029098576554,2299.150201479484
2011-01-01 13:00:00,154.08465336389483,120.5967680319504,73.23841596066016,81.92643288835242,90.50763813179572,101.26590819705685,65.72433881441751,431.5416662086943,0.2075882651343579,2252.297885478925
2011-01-01 14:00:00,138.23978953364323,137.95169242631937,70.54903083137935,90.28073394344928,92.42561944188074,94.527769793124,62.74155000127277,391.42303210845336,0.1023356975052479,2080.870947243511
2011-01-01 15:00:00,147.04982795251016,129.94387501477735,68.10543147176446,71.28766718909752,80.7835489388538,91.3782258525444,67.07110074635635,431.5416662086943,0.009328542924898,2236.4623720502564
2011-01-01 16:00:00,141.8063232438804,135.30926321092193,73.53277041300161,80.84366733809463,90.85880724248344,119.9647857198656,76.08444758209531,579.1701383927525,0.0170764064235355,2246.608613441549
2011-01-01 17:00:00,138.4573898504138,131.53528344111385,120.74781008837331,99.22887373160978,102.6464454241219,143.0151334511365,79.05326714907643,628.3796291207716,0.0,2169.869724495081
2011-01-01 18:00:00,131.02089245003822,119.3720991668921,128.68399154546302,136.58247613419596,140.33322221453798,151.88977626763835,118.31482492234778,677.5891198487913,0.0,2052.799479168781
2011-01-01 19:00:00,88.20429522220606,94.36890240624612,126.71769681813308,138.40333287130275,158.23565645490845,162.98065229445342,122.9120116649228,726.7986105768102,0.0,2379.193899594726
2011-01-01 20:00:00,75.13086686449753,72.98448342978621,109.32907986542496,131.80721698197414,146.29635031401585,132.00786669015812,119.06663629809488,851.3046288459883,0.0,2223.475095530305
2011-01-01 21:00:00,58.43314440005066,54.27430398089994,92.04403898658484,110.44135451643795,124.64388762293656,113.5107784074078,101.6525650765742,1057.984489903669,0.0,2276.815122925574
2011-01-01 22:00:00,44.87504548430103,32.66758240996559,68.38268972925928,103.99756278144612,94.63213121480904,85.74612428705518,80.64809658303439,1269.452710458934,0.0,2093.7669264464184
2011-01-01 23:00:00,40.9772098732856,32.81059183017841,37.709923588007946,79.87581029583099,83.22698139474811,60.257151727520736,60.69739140947544,1452.2308188772913,0.0,1949.448907788556
2011-01-02 00:00:00,50.46481980576508,23.740192781498763,27.411508199840725,47.140687640955626,52.39208659220511,53.70665769753643,27.89736735589628,1452.2308188772913,0.0,2060.3905692172875
2011-01-02 01:00:00,54.38576549060295,24.39993717028661,24.59544186054697,43.74734209366838,41.74053866691311,39.06343154317472,28.23225081027247,1269.452710458934,0.0,2262.9043002000544
2011-01-02 02:00:00,43.73114621981298,30.814733557434977,21.88171289211761,38.8592864041771,37.88923264036431,43.1484009083928,15.918833045648336,1360.841764668113,0.0,2217.1485394147776
2011-01-02 03:00:00,47.71004920852428,27.795551211460484,19.499043713932146,33.458861846377886,28.415805652646,42.4463984492076,15.252745705497938,1452.2308188772913,0.0,2418.7576927515584
2011-01-02 04:00:00,64.47075159993578,33.71764806541699,29.267673964421288,43.7836534392752,37.996715718566655,60.52852509436192,23.494064716909868,1360.841764668113,0.0,2556.518407933333
2011-01-02 05:00:00,72.87548557658837,45.582790821253646,59.55431342900167,50.771829869109176,58.47002571934971,92.49887075939095,31.309249159365017,1543.6198730864708,0.0,2450.16281053159
2011-01-02 06:00:00,98.12632755335883,64.73177225143706,89.29578066996592,84.68813660472469,79.65551369504446,117.2830187627921,63.75647607941474,1543.6198730864708,0.0,2437.1609682808858
